chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,class
3,20,0.47,0.51,0.56,0.78,0.05,0.02,0.13,0.58,0.09,0.2,0,0.11,0.5,0,0.11,1.18,0,,,,,,,,0,GO0003674@GO0005840@GO0005634@GO0005737@GO0000753
3,20,0.79,0.81,0.77,0.48,0.05,0.01,-0.18,0.71,0.15,0.1,0,0.16,0.3,0,0.11,1.64,0,,,,,,,,0,GO0003674@GO0005778@GO0019395@GO0007031@GO0016559
3,20,1.34,1.16,2.53,1.54,0.05,0.23,0.01,1.64,0.11,2.1,1,0.09,0.6,0,0.09,0.11,0,,,,,,,,0,GO0000026@GO0005794@GO0000032@GO0006491@GO0006493
3,21,3.54,3.26,5.34,4.02,0.05,0.06,-0.17,4.04,0.13,0.5,0,0.27,0.2,0,0.15,1.13,0,,,,,,,,0,GO0003735@GO0005843@GO0006412
0,20,0.38,0.43,0.44,0.13,0.04,0.03,-0.1,0.35,0.12,0.3,0,0.09,0.4,0,0.12,0.75,0,,,,,,,1,0,GO0030337@GO0043626@GO0005634@GO0005657@GO0006280@GO0006284@GO0006289@GO0006298@GO0006301@GO0006348@GO0030466@GO0006272@GO0006273
0,20,5.02,5.31,3.74,3.35,0.04,-0.14,-0.15,4.36,0.06,2.3,0,0.11,0.4,0,0.06,2.5,0,,,,,,,,0,GO0016887@GO0051082@GO0005844@GO0005625@GO0006412@GO0051083@GO0006450
1,20,3.58,2.94,5.14,2.49,0.04,0.16,-0.02,3.54,0.17,0.9,0,0.18,0.2,0,0.15,0.13,0,,,,,,,,0,GO0003735@GO0005842@GO0006412
1,20,15.3,26,21.3,13.1,0.04,-0.07,-0.13,18.92,0.16,0.4,0,0.23,0.2,0,0.34,0.38,0,,,,,,,,0,GO0004634@GO0000015@GO0005739@GO0005773@GO0005625@GO0006096@GO0006094@GO0032889
1,20,0.47,0.89,1.18,0.57,0.04,0.11,0,0.78,0.19,0.6,0,0.12,0.3,0,0.21,0,0,,,,,,,5,0,GO0004084@GO0005739@GO0005759@GO0009082@GO0009083
1,21,0.1,0.11,0.07,0.05,0.04,0,0,0.08,0.03,0,0,0.14,0.3,0,0.18,0,0,1,,,,5,,5,0,GO0031386@GO0005634@GO0005737@GO0007114@GO0032447@GO0006979@GO0001403@GO0042493
1,20,0.8,1.46,0.94,0.65,0.04,0.05,0,0.96,0.06,0.8,0,0.12,0.3,0,0.2,0,0,,,,,,,5,0,GO0004829@GO0005739@GO0005737@GO0006412
2,20,8.13,9.17,3.54,4.96,0.04,-0.25,-0.19,6.45,0.15,1.7,1,0.14,0.3,0,0.08,2.38,0,,,,,,,,0,GO0003735@GO0005842@GO0006412@GO0006414@GO0000027
3,20,2.55,1.8,3.38,1.03,0.04,0.1,-0.39,2.19,0.11,0.9,0,0.15,0.3,0,0.1,3.9,1,,,,,,,,0,GO0003677@GO0000788@GO0006333
3,20,1.09,0.9,2.69,1.08,0.04,0.47,-0.03,1.44,0.14,3.4,1,0.14,0.3,0,0.12,0.25,0,,,,,,2,,0,GO0004129@GO0005751@GO0005739@GO0006123
3,21,2.49,2.75,3.82,2.35,0.04,0.16,-0.06,2.85,0.14,1.1,0,0.12,0.3,0,0.18,0.33,0,,,,,,,,0,GO0003985@GO0005829@GO0006696
3,20,0.76,0.47,0.67,1.16,0.04,-0.02,0.31,0.77,0.11,0.2,0,0.12,0.3,0,0.21,1.48,1,,,,,,,,0,GO0005515@GO0005739@GO0005759@GO0016226@GO0006879
0,94,1.05,1.34,1.27,1.25,0.03,-0.05,-0.03,1.23,0.15,0.3,0,0.11,0.3,0,0.16,0.19,0,,,,,,,,0,GO0003735@GO0005843@GO0006412@GO0000028@GO0006450
1,19,14.8,22.8,1.19,14.6,0.03,-0.89,-0.16,13.36,1.44,0.6,0,0.11,0.3,0,0.1,1.6,0,,,,,,,,0,GO0003735@GO0005843@GO0006412
1,20,12.8,13.2,10,10.1,0.03,-0.05,-0.12,11.51,0.14,0.4,0,0.18,0.2,0,0.12,1,0,,,,,,,,0,GO0003735@GO0005843@GO0006412@GO0000723
2,20,10.7,10.3,5.08,8.56,0.03,-0.17,-0.06,8.67,0.14,1.2,0,0.09,0.3,0,0.08,0.75,0,,,,,,,,0,GO0003674@GO0005840@GO0005739@GO0005737@GO0005829@GO0006412@GO0006979
2,21,0.98,1.19,0.81,3.58,0.03,0,0.32,1.64,0.19,0,0,0.23,0.1,0,0.25,1.28,1,,,,,5,2,,0,GO0003697@GO0005739@GO0042645@GO0006457@GO0030150
2,40,9.06,8.98,3.58,7.36,0.03,-0.29,-0.1,7.25,0.15,1.9,1,0.08,0.4,0,0.16,0.63,0,,,,,,,,0,GO0003674@GO0005843@GO0005737@GO0000723@GO0017148
3,20,0.82,0.79,1.04,1.03,0.03,0.13,0.11,0.92,0.13,1,0,0.11,0.3,0,0.14,0.79,0,,,,,,,,0,GO0004142@GO0005783@GO0006656
3,20,0.14,0.16,0.2,0.18,0.03,0.03,0.07,0.17,0.16,0.2,0,0.14,0.2,0,0.14,0.5,0,,,,,,2,2,0,GO0000009@GO0005783@GO0006488
3,20,0.96,0.94,1.07,0.87,0.03,0.06,0.14,0.96,0.13,0.5,0,0.09,0.3,0,0.15,0.93,0,,,,,,,,0,GO0003735@GO0005840@GO0005763@GO0005739@GO0006412
0,46,0.43,0.33,0.24,0.5,0.02,0,0,0.38,0.12,0,0,0.17,0.1,0,0.06,0,0,,,,,5,2,5,0,GO0003735@GO0005842@GO0006412
1,21,6.11,8.08,4.37,7.51,0.02,-0.06,0.07,6.52,0.2,0.3,0,0.16,0.1,0,0.15,0.47,0,,,,,,,,0,GO0015078@GO0000220@GO0007033@GO0006897@GO0006878@GO0006879@GO0007035@GO0015992@GO0006623
1,21,0.89,0.77,1.13,1.21,0.02,0.06,0.08,1,0.15,0.4,0,0.13,0.2,0,0.1,0.8,0,,,,,,,,0,GO0003674@GO0005634@GO0005737@GO0005829@GO0008150
1,21,0.18,0.25,0.12,0.11,0.02,0,0,0.17,0.04,0,0,0.05,0.4,0,0.18,0,0,,,,,5,,5,0,GO0003674@GO0030134@GO0005789@GO0030173@GO0048280@GO0006888
1,32,3.68,4.12,3.82,2.64,0.02,-0.02,-0.11,3.57,0.21,0.1,0,0.19,0.1,0,0.16,0.69,0,,,,,,2,,0,GO0003735@GO0031386@GO0005842@GO0006412@GO0016567@GO0042254
1,21,0.1,0.09,0.13,0.15,0.02,0.01,0.23,0.11,0.23,0,0,0.15,0.1,0,0.22,1.05,1,1,,,,2,,,0,GO0003674@GO0005830@GO0005737@GO0005829@GO0000027@GO0042254
2,20,7.13,9.29,3.06,6.95,0.02,-0.3,-0.02,6.61,0.27,1,1,0.12,0.2,0,0.09,0.22,0,,,,,1,,,0,GO0003735@GO0005842@GO0006412
2,21,0.36,0.44,0.32,0.42,0.02,0,0.02,0.39,0.13,0,0,0.23,0.1,0,0.18,0.11,0,,,,,5,2,,0,GO0004164@GO0005737@GO0017183
2,20,0.4,0.47,0.3,0.64,0.02,0,0.12,0.44,0.13,0,0,0.1,0.2,0,0.18,0.67,0,1,,1,,5,,2,0,GO0003843@GO0000148@GO0005739@GO0030478@GO0030479@GO0006075@GO0006897@GO0007047@GO0008361
3,21,0.94,1.18,1.16,0.86,0.02,0,-0.12,1.04,0.11,0,0,0.16,0.1,0,0.18,0.67,0,,,,,2,,,0,GO0005371@GO0003677@GO0005739@GO0005743@GO0042645@GO0000002@GO0006842
3,20,0.15,0.27,0.34,0.36,0.02,0.18,0.12,0.28,0.1,1.8,0,0.13,0.2,0,0.28,0.43,0,,,,,,,,0,GO0004022@GO0005737@GO0006113@GO0006067@GO0006116
3,21,0.1,0.18,0.13,0.11,0.02,0,0.02,0.13,0.17,0,0,0.13,0.2,0,0.36,0.06,0,1,,,,4,2,,0,GO0015275@GO0005783@GO0005886@GO0006816
3,21,0.11,0.12,0.18,0.24,0.02,0.05,0.14,0.16,0.32,0.2,0,0.13,0.2,0,0.24,0.58,0,,,,,,,,0,GO0003924@GO0005739@GO0005770@GO0005741@GO0006897@GO0006623
3,20,0.7,0.61,1.46,0.78,0.02,0.24,0.17,0.89,0.13,1.8,1,0.11,0.2,0,0.1,1.7,0,,,,,,,,0,GO0008565@GO0005515@GO0031207@GO0005789@GO0006620
3,21,0.42,0.42,0.5,0.49,0.02,0.11,0.09,0.46,0.15,0.7,0,0.1,0.2,0,0.22,0.41,0,,,,,,,,0,GO0003674@GO0005776@GO0000407@GO0005829@GO0006914@GO0006623
0,21,0.09,0.13,0.14,0.15,0.01,0.02,0,0.13,0.1,0.2,0,0.08,0.1,0,0.04,0,0,,,,,2,2,5,0,GO0003674@GO0000324@GO0005624@GO0008150
0,21,0.52,0.64,0.52,0.45,0.01,0.03,0,0.53,0.07,0.4,0,0.08,0.1,0,0.09,0,0,,,,,,,,0,GO0016227@GO0031071@GO0004123@GO0005634@GO0005739@GO0016226@GO0006879
0,20,0.1,0.14,0.14,0.1,0.01,0,0,0.12,0.09,0,0,0.2,0.1,0,0.04,0,0,1,,,,4,2,5,0,GO0008301@GO0003714@GO0005634@GO0007535@GO0007532@GO0006357
0,20,0.15,0.18,0.16,0.23,0.01,0,0,0.18,0.09,0,0,0.15,0.1,0,0.07,0,0,,,,,4,2,5,0,GO0043141@GO0000812@GO0031011@GO0005634@GO0006338@GO0006357
1,21,0.48,0.6,0.75,0.54,0.01,0,-0.05,0.59,0.09,0,0,0.12,0.1,0,0.11,0.45,0,,,,,5,,,0,GO0005200@GO0045298@GO0005880@GO0005816@GO0005827@GO0005828@GO0005881@GO0000743@GO0000070@GO0045143
1,21,0.18,0.2,0.18,0.28,0.01,0,-0.01,0.21,0.16,0,0,0.1,0.1,0,0.2,0.05,0,,,,,5,,,0,GO0003674@GO0005634@GO0006511@GO0007059
2,38,4.7,4.6,2.6,3.03,0.01,-0.17,-0.1,3.73,0.15,1.1,0,0.16,0.1,0,0.17,0.59,0,,,,,,,,0,GO0003735@GO0005842@GO0006412
3,20,0.1,0.11,0.12,0.05,0.01,0,0,0.1,0.26,0.1,0,0.12,0.1,0,0.32,0,0,1,,,,2,2,4,0,GO0016429@GO0000049@GO0005634@GO0030488@GO0006413@GO0042254
3,20,0.19,0.25,0.25,0.23,0.01,0.01,0,0.23,0.12,0.1,0,0.12,0.1,0,0.16,0,0,,,,,,,4,0,GO0003924@GO0005634@GO0005737@GO0007266
3,20,1.18,1.05,2.05,0.93,0.01,0.28,-0.1,1.3,0.25,1.1,1,0.13,0.1,0,0.12,0.83,0,,,,,,,,0,GO0004354@GO0005634@GO0005737@GO0006537
3,21,0.52,0.41,0.56,0.66,0.01,0.08,0.14,0.54,0.13,0.6,0,0.12,0.1,0,0.06,2.33,0,,,,,,,,0,GO0004693@GO0005634@GO0005977@GO0006468@GO0007049@GO0000723@GO0042493
3,20,1.33,0.86,1.36,1.59,0.01,0.05,0.09,1.29,0.18,0.3,0,0.15,0.1,0,0.08,1.13,0,,,,,,,,0,GO0004028@GO0005739@GO0005737@GO0005829@GO0019413
3,40,3.53,4.34,5.31,2.72,0.01,0.05,-0.14,3.98,0.11,0.5,0,0.12,0.1,0,0.08,1.75,0,,,,,,,,0,GO0003735@GO0005843@GO0006412@GO0000723@GO0006450
0,21,0.1,0.04,0.1,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,,1,1,5,5,5,0,GO0003674@GO0016021@GO0042175@GO0006997@GO0007126@GO0030437
0,21,0.1,0.05,0.07,0.1,0,0,0,0.08,0.09,0,0,0.27,0,0,0.02,0,0,1,,,1,5,4,5,0,GO0003723@GO0005847@GO0030846@GO0030847@GO0006379@GO0006378@GO0008033
0,21,0.1,0,0.08,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.13,0,0,1,1,,1,5,5,5,0,GO0003987@GO0005739@GO0005829@GO0019654@GO0016573@GO0006085
0,20,0.1,0.08,0.09,0.1,0,0,0,0.09,0.09,0,0,0.2,0,0,0.02,0,0,1,,,1,4,4,5,0,GO0004352@GO0005634@GO0005739@GO0005625@GO0006537
0,20,0.12,0.05,0.19,0.15,0,0.01,0,0.13,0.11,0.1,0,0.33,0,0,0.08,0,0,,,,,,5,5,0,GO0004639@GO0005634@GO0005737@GO0006189@GO0042493
0,21,0.1,0.15,0.1,0.1,0,-0.1,0,0.1,0.05,2,0,0.33,0,0,0.05,0.4,0,,,1,1,,5,1,0,GO0005498@GO0008142@GO0005545@GO0005635@GO0005769@GO0005783@GO0000138@GO0030469@GO0006897@GO0015918@GO0006887
0,20,0.13,0.06,0.1,0.1,0,0,0,0.1,0.09,0,0,0.33,0,0,0.02,0,0,,,,1,5,5,3,0,GO0004366@GO0005783@GO0008654
0,20,0.1,0,0.08,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,1,,1,5,5,5,0,GO0016563@GO0016602@GO0005634@GO0006350@GO0006109
0,36,0.1,0,0.08,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,1,,1,5,5,5,0,GO0031202@GO0005732@GO0005688@GO0046540@GO0005730@GO0006402@GO0000398
0,21,0.1,0,0.07,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,,1,5,5,5,0,GO0005200@GO0005816@GO0007020
0,21,0.1,0.05,0.07,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,,,1,5,5,5,0,GO0003674@GO0005575@GO0007047
0,21,0.21,0.05,0.15,0.21,0,0,0,0.16,0.09,0,0,0.33,0,0,0.08,0,0,,,,,5,5,5,0,GO0008599@GO0005634@GO0005737@GO0005977@GO0043161@GO0000723@GO0030437
0,20,0.1,0,0.07,0.1,0,0,0,0.07,0.09,0,0,0.33,0,0,0.02,0,0,1,1,,1,5,5,5,0,GO0003777@GO0005200@GO0005871@GO0005816@GO0005876@GO0007020@GO0000092
0,21,0.25,0.24,0.22,0.22,0,0,-0.01,0.23,0.1,0,0,0.24,0,0,0.08,0.13,0,,,,,5,4,,0,GO0004749@GO0005737@GO0000162@GO0000105@GO0006189@GO0006207@GO0006166@GO0042254
0,21,0.1,0,0.07,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.12,0,0,1,1,,,5,5,5,0,GO0003674@GO0019898@GO0006612
0,20,0.1,0.05,0.11,0.13,0,0,0.05,0.1,0.09,0,0,0.32,0,0,0.09,0.56,0,1,,,,5,5,,0,GO0008017@GO0005875@GO0005776@GO0000407@GO0006501@GO0006914@GO0006623
0,20,0.1,0.05,0.1,0.1,0,0,0,0.08,0.09,0,0,0.27,0,0,0.02,0,0,1,,1,1,5,4,5,0,GO0004842@GO0005515@GO0005680@GO0008054@GO0031145@GO0016567@GO0000022@GO0000070@GO0007091
0,21,0.1,0,3.59,0.1,0,1.62,0,0.95,0.49,3.3,1,0.33,0,0,0.02,0,0,1,1,,1,2,5,5,0,GO0017103@GO0005737@GO0019388
0,20,0.1,0,3.24,0.1,0,1.57,0,0.87,0.38,4.1,1,0.33,0,0,0.02,0,0,1,1,,1,2,5,5,0,GO0003978@GO0004034@GO0005625@GO0019388
0,20,0.1,0.1,0.1,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,1,,1,5,5,5,0,GO0004100@GO0005935@GO0000916@GO0000910
0,20,0.1,0.11,0.15,0.13,0,0,0,0.12,0.14,0,0,0.32,0,0,0.08,0,0,,,,,5,4,5,0,GO0008415@GO0005811@GO0008654
0,20,0.1,0.04,0.1,0.1,0,0,0,0.08,0.16,0,0,0.33,0,0,0.03,0,0,,,1,1,5,5,3,0,GO0015559@GO0005886@GO0005887@GO0006855
0,20,0.1,0.07,0.1,0.1,0,0,0,0.08,0.09,0,0,0.28,0,0,0.02,0,0,1,,1,1,5,5,5,0,GO0003702@GO0003716@GO0005634@GO0006363@GO0006357
0,21,0.1,0.06,0.15,0.1,0,0.11,0,0.1,0.16,0.7,0,0.18,0,0,0.02,0,0,1,,,1,,4,5,0,GO0008175@GO0005737@GO0006412@GO0030488
0,20,0.19,0.13,0.17,0.13,0,-0.09,0,0.16,0.01,9,0,0.24,0,0,0.08,0,0,,,,,,4,5,0,GO0004577@GO0043495@GO0043541@GO0030176@GO0005624@GO0042175@GO0006488
0,20,0.1,0.07,0.1,0.1,0,0,0,0.08,0.09,0,0,0.17,0,0,0.02,0,0,1,,1,1,5,4,5,0,GO0008094@GO0003916@GO0005634@GO0000727@GO0007131@GO0030491@GO0045144
0,20,0.1,0.11,0.14,0.1,0,0.08,0,0.11,0.16,0.5,0,0.13,0,0,0.16,0,0,1,,,1,,4,5,0,GO0008565@GO0005758@GO0042721@GO0005739@GO0045039
0,20,0.15,0.1,0.12,0.22,0,0,0.17,0.14,0.1,0,0,0.33,0,0,0.15,1.13,0,,1,,,5,5,,0,GO0003674@GO0016023@GO0019898@GO0016192@GO0045721
0,20,0.1,0,0.1,0.3,0,0,0.44,0.13,0.09,0,0,0.33,0,0,0.33,1.33,1,1,1,1,,5,5,2,0,GO0004802@GO0005634@GO0005737@GO0006098
0,20,0.1,0,0.1,0.1,0,0,0,0.08,0.11,0,0,0.33,0,0,0.02,0,0,1,1,,1,5,5,5,0,GO0003709@GO0000127@GO0006384
0,20,0.18,0.16,0.14,0.12,0,0.01,0,0.15,0.13,0.1,0,0.11,0,0,0.09,0,0,,,,,,4,5,0,GO0043130@GO0030295@GO0005634@GO0005737@GO0006350@GO0000074
0,21,0.11,0.1,0.11,0.19,0,-0.03,0.14,0.13,0.06,0.5,0,0.17,0,0,0.11,1.27,0,,,,,,4,,0,GO0003899@GO0005665@GO0005666@GO0005736@GO0006360@GO0006366@GO0006383
0,20,0.2,0.06,0.1,0.26,0,-0.2,0.17,0.15,0.11,1.8,1,0.33,0,0,0.14,1.21,0,,,1,,,5,2,0,GO0000774@GO0005737@GO0042026
0,17,28.8,26.1,15.2,13.9,0,-0.1,-0.18,21.01,0.16,0.6,0,0.08,0,0,0.04,4.5,0,,,,,,,,0,GO0003735@GO0005842@GO0006412
0,21,0.1,0,0.1,0.1,0,-0.05,0,0.08,0.04,1.3,0,0.33,0,0,0.02,0,0,1,1,,1,,5,5,0,GO0043115@GO0004325@GO0005575@GO0019354@GO0000103@GO0042493
0,21,0.1,0.09,0.07,0.1,0,0,0,0.09,0.09,0,0,0.26,0,0,0.07,0,0,1,,,1,5,4,5,0,GO0015075@GO0005575@GO0008150
0,20,0.1,0.08,0.15,0.12,0,0.01,0,0.11,0.1,0.1,0,0.22,0,0,0.12,0,0,1,,,,,4,5,0,GO0000107@GO0005622@GO0000105@GO0009127
0,21,0.09,0.07,0.08,0.1,0,0,0,0.08,0.09,0,0,0.27,0,0,0.05,0,0,,,,1,5,4,5,0,GO0004672@GO0005634@GO0006468@GO0000077
0,21,0.13,0.08,0.14,0.13,0,0,0,0.12,0.09,0,0,0.2,0,0,0.03,0,0,,,,,5,4,5,0,GO0003735@GO0005762@GO0005739@GO0006412
0,20,0.14,0.08,0.08,0.2,0,0,0,0.11,0.11,0,0,0.33,0,0,0.04,0,0,,,,1,5,5,5,0,GO0003674@GO0009277@GO0008150
0,20,0.1,0.05,0.1,0.1,0,0,0,0.08,0.09,0,0,0.3,0,0,0.02,0,0,1,,1,1,5,5,5,0,GO0003674@GO0005663@GO0007064@GO0000723@GO0006974
0,21,0.1,0.08,0.1,0.1,0,0,0,0.08,0.09,0,0,0.25,0,0,0.02,0,0,1,,1,1,5,4,5,0,GO0003674@GO0005886@GO0043332@GO0000747@GO0031385
0,21,0.1,0.06,0.1,0.11,0,0,0,0.08,0.09,0,0,0.33,0,0,0.06,0,0,1,,1,,5,4,5,0,GO0008017@GO0000778@GO0005819@GO0005816@GO0005876@GO0005938@GO0030472@GO0000022@GO0000742@GO0000092
0,20,0.12,0.07,0.11,0.2,0,0,0.15,0.13,0.09,0,0,0.33,0,0,0.13,1.15,0,,,,,5,5,,0,GO0003674@GO0005774@GO0016021@GO0006914@GO0006623
0,21,0.1,0.05,0.1,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.03,0,0,1,,1,1,5,5,5,0,GO0004672@GO0005575@GO0030003@GO0000082
0,21,0.1,0.08,0.1,0.11,0,0,0,0.09,0.09,0,0,0.19,0,0,0.03,0,0,1,,1,,5,4,5,0,GO0000175@GO0000176@GO0000177@GO0006402@GO0006365
0,20,0.1,0.08,0.1,0.1,0,0,0,0.08,0.09,0,0,0.27,0,0,0.02,0,0,1,,1,1,5,4,5,0,GO0004747@GO0005524@GO0005634@GO0005737@GO0006014
0,20,0.37,0.14,0.21,0.2,0,-0.12,-0.02,0.23,0.07,1.7,0,0.29,0,0,0.09,0.22,0,,,,,,5,,0,GO0003755@GO0016020@GO0008150
0,21,0.1,0,0.08,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.05,0,0,1,1,,1,5,5,5,0,GO0003735@GO0005762@GO0005739@GO0006412@GO0000723
0,20,0.1,0,0.09,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,1,,1,4,5,5,0,GO0003674@GO0005840@GO0005730@GO0000027@GO0042254
0,20,0.12,0.07,0.1,0.1,0,0,0,0.09,0.09,0,0,0.28,0,0,0.04,0,0,,,1,1,5,4,5,0,GO0003674@GO0000324@GO0008150
0,21,0.1,0.04,0.1,0.14,0,0,0,0.09,0.09,0,0,0.33,0,0,0.08,0,0,1,,1,,5,5,5,0,GO0003993@GO0009277@GO0001403@GO0007124
0,20,0.1,0.06,0.1,0.1,0,0,0,0.08,0.09,0,0,0.3,0,0,0.02,0,0,1,,1,,5,5,5,0,GO0032041@GO0046969@GO0046970@GO0000783@GO0030869@GO0005730@GO0005724@GO0006303@GO0000183@GO0006348@GO0030466@GO0001308@GO0001300@GO0001302@GO0008156
0,21,0.25,0.25,0.17,0.28,0,-0.02,0,0.24,0.09,0.2,0,0.13,0,0,0.02,0,0,,,,,,4,5,0,GO0019949@GO0005634@GO0016925@GO0000022@GO0000086
0,20,0.1,0.05,0.1,0.1,0,0,0,0.08,0.09,0,0,0.3,0,0,0.02,0,0,1,,1,1,5,4,5,0,GO0003891@GO0008310@GO0043625@GO0005657@GO0006280@GO0006284@GO0006289@GO0006298@GO0006301@GO0006272@GO0006273
0,20,0.13,0.09,0.1,0.1,0,0,0,0.11,0.11,0,0,0.2,0,0,0.08,0,0,,,,1,5,4,5,0,GO0005094@GO0004871@GO0005934@GO0005935@GO0005829@GO0007264@GO0007015
0,20,0.1,0.09,0.2,0.19,0,0,0,0.15,0.09,0,0,0.33,0,0,0.08,0,0,1,,,,5,5,5,0,GO0003899@GO0005665@GO0005739@GO0006366
0,20,0.1,0,0.08,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,1,,1,5,5,5,0,GO0004077@GO0004078@GO0004079@GO0004080@GO0005622@GO0005737@GO0009305
0,21,0.1,0.05,0.1,0.13,0,0,0.06,0.09,0.09,0,0,0.33,0,0,0.04,1.5,0,1,,1,,5,5,,0,GO0003674@GO0008541@GO0006511
0,20,0.1,0.05,0.1,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,,1,1,5,5,5,0,GO0030515@GO0005732@GO0005634@GO0006325@GO0030490@GO0042254
0,20,0.1,0.06,0.11,0.1,0,0,0,0.09,0.09,0,0,0.29,0,0,0.11,0,0,1,,,1,5,4,5,0,GO0004458@GO0003779@GO0005739@GO0005759@GO0006089
0,20,2.15,2.03,2.42,1.82,0,-0.03,-0.13,2.11,0.09,0.3,0,0.11,0,0,0.09,1.44,0,,,,,,,,0,GO0003735@GO0005842@GO0006412
0,20,0.1,0.07,0.1,0.1,0,0,0,0.08,0.09,0,0,0.28,0,0,0.02,0,0,1,,1,1,5,4,5,0,GO0004418@GO0005634@GO0005737@GO0006783
0,20,0.1,0.08,0.11,0.1,0,0,0,0.09,0.09,0,0,0.33,0,0,0.02,0,0,1,,,1,5,5,5,0,GO0008565@GO0042721@GO0005739@GO0045039
0,20,0.1,0.11,0.07,0.1,0,0,0,0.09,0.09,0,0,0.27,0,0,0.04,0,0,1,,,1,5,5,5,0,GO0003723@GO0005737@GO0008361
0,20,0.1,0.05,0.12,0.1,0,0,0,0.09,0.1,0,0,0.26,0,0,0.02,0,0,1,,,1,4,4,5,0,GO0016772@GO0005737@GO0007234
0,20,0.1,0.05,0.1,0.1,0,0,0,0.08,0.09,0,0,0.21,0,0,0.02,0,0,1,,1,1,5,4,5,0,GO0003674@GO0000938@GO0005739@GO0005794@GO0000723@GO0042147@GO0006896
0,20,0.1,0.06,0.12,0.1,0,0.07,0,0.09,0.16,0.4,0,0.24,0,0,0.04,0,0,1,,,1,,4,5,0,GO0003735@GO0005763@GO0005739@GO0006412
0,20,0.29,0.09,0.15,0.21,0,-0.11,0,0.19,0.06,1.8,0,0.33,0,0,0.08,0,0,,,,,,5,5,0,GO0004805@GO0005946@GO0005739@GO0005992@GO0006950
0,20,0.13,0.16,0.16,0.19,0,0,0,0.16,0.12,0,0,0.19,0,0,0.11,0,0,,,,,5,4,5,0,GO0016887@GO0005506@GO0005830@GO0005634@GO0005737@GO0006413@GO0042273@GO0000054
0,20,0.1,0.1,0.1,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,1,,1,5,5,5,0,GO0004012@GO0015662@GO0005886@GO0045332@GO0030467@GO0006897@GO0006886
0,20,0.1,0.05,0.1,0.1,0,0,0,0.08,0.09,0,0,0.26,0,0,0.02,0,0,1,,1,1,5,4,5,0,GO0005078@GO0005543@GO0005634@GO0005886@GO0043332@GO0005737@GO0000750@GO0001403
0,20,0.11,0.1,0.1,0.1,0,0,0,0.08,0.1,0,0,0.33,0,0,0.02,0,0,,1,1,1,5,5,5,0,GO0003735@GO0005762@GO0005739@GO0009060@GO0006412
0,20,0.1,0.07,0.1,0.1,0,0,0,0.08,0.09,0,0,0.17,0,0,0.02,0,0,1,,1,1,5,4,5,0,GO0003723@GO0005840@GO0008150
0,20,0.1,0.1,0.1,0.14,0,0,0,0.11,0.09,0,0,0.11,0,0,0.05,0,0,1,,1,,5,4,5,0,GO0003674@GO0000329@GO0008150
0,20,0.1,0.05,0.1,0.1,0,0,0,0.08,0.09,0,0,0.31,0,0,0.02,0,0,1,,1,1,5,4,5,0,GO0003893@GO0008623@GO0008622@GO0006348@GO0006272@GO0006273
0,21,0.1,0.04,0.1,0.1,0,0,0,0.07,0.09,0,0,0.31,0,0,0.02,0,0,1,,1,1,5,4,5,0,GO0003676@GO0000347@GO0016593@GO0006310@GO0006368@GO0000723@GO0006974@GO0006406
0,20,0.1,0,0.1,0.12,0,0,0.09,0.08,0.09,0,0,0.33,0,0,0.06,1.5,0,1,1,1,,5,5,,0,GO0004103@GO0004305@GO0005737@GO0006646
0,21,0.1,0.05,0.1,0.1,0,0,0,0.08,0.09,0,0,0.33,0,0,0.02,0,0,1,,1,1,5,5,5,0,GO0005515@GO0000145@GO0005934@GO0005935@GO0000131@GO0007121@GO0006906@GO0006904@GO0000910@GO0006893
